Title,Rating,Ownership_Type,Industry,Sector,Revenue,Min_Salary,Max_Salary,Min_Size,Max_Size
47,2,0,31,11,2,79,131,1001.0,5000.0
27,1,2,24,10,2,79,131,501.0,1000.0
61,0,0,9,11,1,79,131,51.0,200.0
101,0,0,9,11,2,79,131,201.0,500.0
49,2,0,22,13,0,79,131,201.0,500.0
112,2,0,5,3,0,79,131,201.0,500.0
101,0,0,27,11,1,79,131,51.0,200.0
140,0,0,42,4,0,79,131,5001.0,10000.0
0,2,0,4,8,2,79,131,201.0,500.0
49,2,0,11,4,1,99,132,1001.0,5000.0
164,0,0,9,11,0,99,132,5001.0,10000.0
32,2,0,17,11,1,99,132,51.0,200.0
68,2,0,22,13,0,99,132,51.0,200.0
140,2,0,1,4,1,99,132,51.0,200.0
9,2,3,4,8,0,99,132,1001.0,5000.0
49,0,0,17,11,1,99,132,1.0,50.0
101,0,0,2,1,2,99,132,1.0,50.0
88,0,0,31,11,2,99,132,51.0,200.0
140,2,0,9,11,0,99,132,5001.0,10000.0
163,0,0,9,11,0,99,132,5001.0,10000.0
49,2,0,2,1,1,99,132,501.0,1000.0
154,2,0,24,10,2,99,132,501.0,1000.0
34,1,0,5,3,1,99,132,51.0,200.0
99,0,0,9,11,2,99,132,51.0,200.0
49,2,0,17,11,1,99,132,51.0,200.0
121,2,0,32,8,0,99,132,1001.0,5000.0
27,0,3,55,14,2,99,132,51.0,200.0
51,2,0,2,1,0,99,132,5001.0,10000.0
34,0,0,9,11,2,99,132,1.0,50.0
49,2,2,11,4,1,99,132,1001.0,5000.0
49,2,0,24,10,2,99,132,1.0,50.0
151,2,0,9,11,1,99,132,51.0,200.0
31,2,0,32,8,0,99,132,1001.0,5000.0
110,0,0,5,3,2,99,132,51.0,200.0
34,0,0,24,10,1,99,132,201.0,500.0
49,0,0,11,4,2,99,132,51.0,200.0
139,0,0,31,11,2,99,132,51.0,200.0
140,0,0,17,11,1,99,132,501.0,1000.0
34,0,0,1,4,1,99,132,51.0,200.0
14,2,0,43,20,2,99,132,51.0,200.0
160,2,0,48,19,0,99,132,5001.0,10000.0
49,0,0,27,11,2,90,109,51.0,200.0
49,2,0,17,11,2,90,109,51.0,200.0
34,0,0,1,4,1,90,109,51.0,200.0
160,2,0,48,19,0,90,109,5001.0,10000.0
49,0,0,17,11,2,90,109,1.0,50.0
139,0,0,33,8,1,90,109,201.0,500.0
34,0,0,1,4,1,90,109,51.0,200.0
49,2,0,9,11,1,90,109,1001.0,5000.0
101,2,0,9,11,2,90,109,51.0,200.0
101,2,0,9,11,2,90,109,51.0,200.0
139,0,0,33,8,1,90,109,201.0,500.0
49,0,0,33,8,2,90,109,201.0,500.0
27,0,0,45,4,1,90,109,201.0,500.0
34,0,0,55,14,2,90,109,201.0,500.0
40,2,2,53,16,2,90,109,501.0,1000.0
168,2,0,17,11,2,90,109,1001.0,5000.0
140,2,0,15,13,1,90,109,51.0,200.0
1,2,2,20,9,0,90,109,5001.0,10000.0
101,0,0,2,1,1,90,109,1.0,50.0
126,2,3,5,3,1,90,109,501.0,1000.0
49,2,0,30,12,1,90,109,1001.0,5000.0
128,1,0,5,3,1,90,109,501.0,1000.0
49,1,0,5,3,1,90,109,51.0,200.0
5,0,0,1,4,2,90,109,201.0,500.0
49,1,3,6,19,0,90,109,201.0,500.0
166,1,0,5,3,1,90,109,201.0,500.0
34,0,0,9,11,2,90,109,1001.0,5000.0
156,2,0,5,3,1,90,109,201.0,500.0
80,4,3,5,3,1,90,109,201.0,500.0
155,0,0,5,3,0,90,109,201.0,500.0
49,0,0,17,11,1,101,165,501.0,1000.0
85,0,0,20,9,2,101,165,1.0,50.0
101,4,3,2,1,1,101,165,1.0,50.0
49,2,0,2,1,0,101,165,1.0,50.0
49,0,0,9,11,1,101,165,201.0,500.0
127,0,0,30,12,0,101,165,1001.0,5000.0
86,2,0,2,1,0,101,165,5001.0,10000.0
27,1,2,48,19,1,101,165,501.0,1000.0
22,2,3,27,11,0,101,165,501.0,1000.0
49,0,0,41,17,2,101,165,201.0,500.0
137,2,0,9,11,0,101,165,5001.0,10000.0
137,0,0,42,4,0,101,165,5001.0,10000.0
34,2,0,5,3,0,101,165,5001.0,10000.0
153,1,3,5,3,1,101,165,1001.0,5000.0
49,2,0,45,4,0,101,165,5001.0,10000.0
104,2,0,5,3,2,101,165,501.0,1000.0
49,0,0,17,11,1,101,165,201.0,500.0
141,2,0,17,11,2,101,165,201.0,500.0
27,2,3,4,8,0,101,165,1001.0,5000.0
136,2,0,5,3,2,101,165,501.0,1000.0
34,0,0,54,8,1,101,165,201.0,500.0
57,2,1,16,16,0,56,97,1001.0,5000.0
49,2,0,7,13,0,56,97,1001.0,5000.0
101,2,2,20,9,1,56,97,501.0,1000.0
125,2,3,5,3,1,56,97,501.0,1000.0
96,0,0,1,4,1,56,97,201.0,500.0
159,2,0,30,12,0,56,97,1001.0,5000.0
49,2,0,2,1,0,56,97,5001.0,10000.0
137,2,0,31,11,2,56,97,51.0,200.0
99,2,0,30,12,0,56,97,5001.0,10000.0
119,2,0,5,3,1,56,97,501.0,1000.0
167,2,3,5,3,0,56,97,501.0,1000.0
21,0,0,27,11,1,56,97,201.0,500.0
115,2,3,1,4,2,56,97,201.0,500.0
116,0,3,9,11,2,56,97,501.0,1000.0
34,0,0,27,11,2,56,97,51.0,200.0
114,2,0,5,3,0,56,97,51.0,200.0
49,0,0,5,3,2,56,97,51.0,200.0
142,2,0,5,3,0,56,97,51.0,200.0
49,0,0,24,10,2,56,97,51.0,200.0
89,2,2,24,10,1,56,97,5001.0,10000.0
117,2,0,5,3,1,56,97,201.0,500.0
4,0,0,33,8,1,56,97,501.0,1000.0
52,0,0,31,11,2,79,106,51.0,200.0
49,2,0,1,4,1,79,106,51.0,200.0
49,0,0,11,4,1,79,106,51.0,200.0
101,2,0,2,1,1,79,106,501.0,1000.0
34,0,0,9,11,1,79,106,51.0,200.0
143,2,0,5,3,0,79,106,51.0,200.0
34,2,0,42,4,0,79,106,1001.0,5000.0
45,0,0,17,11,1,79,106,501.0,1000.0
134,2,0,35,13,1,79,106,1001.0,5000.0
93,1,0,37,16,1,79,106,201.0,500.0
59,0,0,27,11,1,79,106,1.0,50.0
49,2,3,45,4,1,79,106,201.0,500.0
140,2,0,2,1,0,79,106,5001.0,10000.0
60,0,0,27,11,1,79,106,1.0,50.0
48,0,0,9,11,2,79,106,201.0,500.0
81,2,2,42,4,0,79,106,1001.0,5000.0
2,2,0,5,3,0,79,106,1001.0,5000.0
95,0,0,27,11,1,79,106,501.0,1000.0
6,2,2,24,10,0,79,106,501.0,1000.0
42,2,0,30,12,0,79,106,5001.0,10000.0
145,2,0,5,3,2,79,106,501.0,1000.0
124,2,0,33,8,2,79,106,1001.0,5000.0
72,0,0,31,11,1,71,123,51.0,200.0
56,0,0,32,8,1,71,123,51.0,200.0
34,0,0,54,8,1,71,123,201.0,500.0
165,2,0,41,17,0,71,123,501.0,1000.0
49,0,0,27,11,1,71,123,51.0,200.0
49,1,0,27,11,1,71,123,1001.0,5000.0
49,0,0,50,13,2,71,123,51.0,200.0
101,2,2,20,9,1,71,123,501.0,1000.0
84,2,0,32,8,0,71,123,5001.0,10000.0
49,4,0,27,11,1,71,123,1.0,50.0
125,2,3,5,3,1,71,123,501.0,1000.0
49,2,0,2,1,0,71,123,5001.0,10000.0
111,2,0,30,12,2,71,123,1001.0,5000.0
159,2,0,30,12,0,71,123,1001.0,5000.0
49,2,0,47,19,0,71,123,1001.0,5000.0
49,0,0,9,11,1,71,123,1.0,50.0
49,2,0,31,11,0,71,123,1.0,50.0
137,2,0,31,11,2,71,123,51.0,200.0
49,2,0,11,4,2,71,123,1.0,50.0
49,0,0,9,11,1,90,124,51.0,200.0
147,0,0,30,12,0,90,124,1001.0,5000.0
149,2,0,9,11,1,90,124,201.0,500.0
49,2,0,17,11,1,90,124,201.0,500.0
122,0,0,5,3,2,90,124,1.0,50.0
49,2,0,5,3,0,90,124,1.0,50.0
49,2,0,51,20,0,90,124,1.0,50.0
49,2,0,30,12,1,90,124,51.0,200.0
49,0,0,2,1,1,90,124,1.0,50.0
24,0,0,2,1,1,90,124,201.0,500.0
99,2,0,30,12,0,90,124,5001.0,10000.0
49,2,0,28,13,2,90,124,1.0,50.0
49,2,0,28,13,0,90,124,1.0,50.0
49,0,0,11,4,2,90,124,1001.0,5000.0
49,2,0,36,14,1,90,124,201.0,500.0
49,2,0,27,11,2,90,124,201.0,500.0
83,2,2,42,4,0,90,124,201.0,500.0
21,0,0,27,11,1,90,124,201.0,500.0
49,0,3,1,4,2,90,124,201.0,500.0
162,1,0,1,4,2,90,124,51.0,200.0
116,0,3,9,11,2,90,124,501.0,1000.0
115,2,3,1,4,2,90,124,501.0,1000.0
70,2,2,2,1,2,91,150,1001.0,5000.0
10,2,0,53,16,0,91,150,1001.0,5000.0
58,2,1,16,16,0,91,150,1001.0,5000.0
77,2,3,11,4,1,91,150,1001.0,5000.0
49,2,2,5,3,1,91,150,1001.0,5000.0
49,0,0,27,11,1,91,150,201.0,500.0
49,2,0,31,11,0,91,150,201.0,500.0
38,0,0,17,11,2,91,150,1.0,50.0
34,0,0,27,11,2,91,150,51.0,200.0
106,0,0,5,3,1,91,150,1001.0,5000.0
49,2,0,27,11,0,91,150,1001.0,5000.0
49,2,0,27,11,1,91,150,51.0,200.0
49,0,0,20,9,2,91,150,51.0,200.0
49,0,1,20,9,0,91,150,1001.0,5000.0
78,2,0,4,8,0,91,150,201.0,500.0
49,2,0,3,4,0,91,150,201.0,500.0
49,0,0,9,11,2,91,150,201.0,500.0
49,2,0,11,4,0,91,150,201.0,500.0
49,2,0,41,17,1,91,150,1001.0,5000.0
49,0,0,45,4,1,91,150,51.0,200.0
49,4,0,31,11,2,91,150,51.0,200.0
133,2,0,31,11,1,141,225,501.0,1000.0
49,0,0,27,11,2,141,225,1.0,50.0
49,4,0,5,3,2,141,225,1.0,50.0
142,2,0,5,3,0,141,225,1.0,50.0
49,0,0,50,13,0,141,225,1.0,50.0
49,0,0,3,4,2,141,225,51.0,200.0
49,2,0,3,4,1,141,225,51.0,200.0
49,4,0,45,4,2,141,225,51.0,200.0
49,0,0,45,4,1,141,225,201.0,500.0
64,2,0,2,1,0,141,225,201.0,500.0
49,2,0,55,14,0,141,225,1001.0,5000.0
49,2,0,23,18,1,141,225,501.0,1000.0
49,0,3,24,10,2,141,225,501.0,1000.0
49,2,0,38,18,2,141,225,1.0,50.0
27,0,0,27,11,2,141,225,1.0,50.0
49,2,0,26,21,2,141,225,1001.0,5000.0
49,2,0,15,13,0,141,225,1001.0,5000.0
49,2,1,46,9,0,141,225,1001.0,5000.0
49,2,0,9,11,1,141,225,501.0,1000.0
49,2,0,38,18,1,141,225,501.0,1000.0
49,2,0,9,11,2,145,225,51.0,200.0
49,0,0,20,9,1,145,225,51.0,200.0
18,2,0,17,11,2,145,225,51.0,200.0
49,2,0,27,11,1,145,225,201.0,500.0
49,2,0,27,11,1,145,225,1.0,50.0
49,0,0,2,1,2,145,225,1.0,50.0
49,2,0,2,1,0,145,225,5001.0,10000.0
49,0,0,27,11,2,145,225,51.0,200.0
89,2,2,24,10,1,145,225,5001.0,10000.0
117,2,0,5,3,1,145,225,201.0,500.0
49,2,0,21,8,1,145,225,201.0,500.0
140,2,0,30,12,2,145,225,201.0,500.0
49,2,0,31,11,0,145,225,1001.0,5000.0
49,2,0,45,4,1,145,225,51.0,200.0
49,2,0,45,4,1,145,225,51.0,200.0
4,0,0,33,8,1,145,225,501.0,1000.0
49,4,0,11,4,1,145,225,1.0,50.0
49,0,0,11,4,1,145,225,51.0,200.0
76,2,0,5,3,0,145,225,51.0,200.0
49,4,0,20,9,2,145,225,1.0,50.0
49,2,1,20,9,2,79,147,1001.0,5000.0
49,2,0,32,8,2,79,147,501.0,1000.0
34,0,0,9,11,1,79,147,51.0,200.0
49,2,0,27,11,1,79,147,1001.0,5000.0
49,2,0,45,4,1,79,147,201.0,500.0
49,2,0,9,11,1,79,147,51.0,200.0
49,4,0,27,11,2,79,147,51.0,200.0
101,2,0,2,1,1,79,147,501.0,1000.0
113,2,0,30,12,0,79,147,1001.0,5000.0
103,0,0,32,8,2,79,147,501.0,1000.0
49,0,0,9,11,1,79,147,1.0,50.0
143,2,0,5,3,0,79,147,1.0,50.0
49,2,0,49,2,2,79,147,501.0,1000.0
49,2,3,49,2,0,79,147,501.0,1000.0
49,0,0,2,1,1,79,147,501.0,1000.0
49,4,0,8,7,1,79,147,1.0,50.0
101,1,3,8,7,2,79,147,501.0,1000.0
28,2,3,13,13,1,79,147,201.0,500.0
49,0,0,27,11,2,79,147,1.0,50.0
169,2,0,42,4,2,79,147,51.0,200.0
49,2,0,17,11,2,122,146,501.0,1000.0
49,0,0,17,11,1,122,146,51.0,200.0
134,2,0,35,13,1,122,146,1001.0,5000.0
49,1,0,29,12,0,122,146,1001.0,5000.0
37,2,0,9,11,0,122,146,1001.0,5000.0
49,1,0,45,4,1,122,146,1.0,50.0
49,0,0,45,4,2,122,146,1.0,50.0
49,0,3,9,11,1,122,146,201.0,500.0
49,4,3,2,1,1,122,146,201.0,500.0
74,0,2,2,1,0,122,146,5001.0,10000.0
49,0,0,17,11,2,122,146,1.0,50.0
43,0,0,11,4,2,122,146,51.0,200.0
59,0,0,27,11,1,122,146,1.0,50.0
27,2,0,11,4,1,122,146,51.0,200.0
49,4,3,2,1,1,122,146,51.0,200.0
49,4,3,2,1,1,122,146,51.0,200.0
49,4,3,2,1,1,122,146,51.0,200.0
49,4,3,2,1,1,122,146,51.0,200.0
49,4,3,2,1,1,122,146,51.0,200.0
49,4,3,2,1,1,122,146,51.0,200.0
140,2,0,2,1,0,122,146,5001.0,10000.0
49,0,0,17,11,2,112,116,201.0,500.0
49,2,0,5,3,0,112,116,201.0,500.0
49,2,0,2,1,0,112,116,5001.0,10000.0
81,2,2,42,4,0,112,116,1001.0,5000.0
49,0,0,11,4,2,112,116,51.0,200.0
48,0,0,9,11,2,112,116,201.0,500.0
2,2,0,5,3,0,112,116,201.0,500.0
49,0,0,2,1,2,112,116,51.0,200.0
49,2,0,2,1,2,112,116,51.0,200.0
49,0,0,45,4,2,112,116,1.0,50.0
129,2,2,42,4,1,112,116,201.0,500.0
49,0,0,45,4,1,112,116,1001.0,5000.0
49,2,0,45,4,1,112,116,1.0,50.0
158,2,0,52,21,2,112,116,201.0,500.0
49,2,0,27,11,1,112,116,1001.0,5000.0
49,2,3,16,16,2,112,116,5001.0,10000.0
6,2,2,24,10,0,112,116,501.0,1000.0
42,2,0,30,12,0,112,116,5001.0,10000.0
7,0,3,9,11,2,112,116,1.0,50.0
35,2,0,30,12,0,112,116,1.0,50.0
138,2,3,31,11,2,112,116,1001.0,5000.0
140,0,0,9,11,2,110,163,201.0,500.0
108,2,0,1,4,1,110,163,51.0,200.0
92,2,0,5,3,0,110,163,5001.0,10000.0
49,4,3,5,3,1,110,163,5001.0,10000.0
49,4,3,5,3,1,110,163,5001.0,10000.0
145,2,0,5,3,2,110,163,501.0,1000.0
150,0,0,9,11,0,110,163,5001.0,10000.0
135,2,0,5,3,1,110,163,1001.0,5000.0
34,0,0,20,9,1,110,163,51.0,200.0
25,2,0,5,3,2,110,163,501.0,1000.0
73,2,0,30,12,0,110,163,501.0,1000.0
49,0,0,27,11,1,110,163,501.0,1000.0
50,2,0,2,1,0,110,163,5001.0,10000.0
171,2,0,2,1,1,110,163,1001.0,5000.0
8,0,0,2,1,1,110,163,201.0,500.0
137,0,0,17,11,1,110,163,501.0,1000.0
20,2,3,4,8,2,110,163,501.0,1000.0
98,2,0,24,10,1,110,163,1001.0,5000.0
157,2,0,24,10,0,110,163,201.0,500.0
148,2,0,13,13,0,110,163,5001.0,10000.0
144,0,0,17,11,2,110,163,51.0,200.0
118,0,0,31,11,0,124,198,1001.0,5000.0
49,2,0,18,20,2,124,198,1001.0,5000.0
49,0,0,17,11,1,124,198,51.0,200.0
49,4,3,5,3,2,124,198,51.0,200.0
49,2,0,5,3,2,124,198,201.0,500.0
49,4,0,27,11,2,124,198,1.0,50.0
49,0,0,17,11,2,124,198,1.0,50.0
49,2,0,1,4,1,124,198,1.0,50.0
49,0,0,11,4,1,124,198,1.0,50.0
49,0,0,2,1,1,124,198,51.0,200.0
49,0,3,45,4,1,124,198,201.0,500.0
49,2,0,11,4,0,124,198,201.0,500.0
49,2,0,3,4,0,124,198,5001.0,10000.0
49,0,0,27,11,1,124,198,201.0,500.0
49,2,0,45,4,0,124,198,201.0,500.0
4,0,0,33,8,1,124,198,501.0,1000.0
49,0,0,0,0,1,124,198,1.0,50.0
49,2,0,31,11,0,124,198,1001.0,5000.0
49,2,0,11,4,2,124,198,1001.0,5000.0
49,4,0,11,4,1,124,198,1.0,50.0
49,0,0,11,4,1,124,198,51.0,200.0
49,2,0,31,11,2,79,133,501.0,1000.0
140,2,0,5,3,1,79,133,201.0,500.0
49,0,0,11,4,1,79,133,51.0,200.0
49,4,0,9,11,2,79,133,51.0,200.0
49,4,0,9,11,2,79,133,1.0,50.0
34,0,0,9,11,1,79,133,51.0,200.0
49,2,0,27,11,2,79,133,51.0,200.0
49,2,0,34,20,0,79,133,51.0,200.0
49,0,0,45,4,1,79,133,1.0,50.0
55,0,0,45,4,2,79,133,1.0,50.0
49,4,0,27,11,2,79,133,51.0,200.0
49,4,0,19,2,2,79,133,1.0,50.0
49,2,0,19,2,2,79,133,201.0,500.0
49,4,3,24,10,1,79,133,1.0,50.0
49,0,0,27,11,2,79,133,1.0,50.0
49,1,0,27,11,2,79,133,1.0,50.0
49,0,0,42,4,1,79,133,1001.0,5000.0
49,1,0,48,19,2,79,133,1001.0,5000.0
103,0,0,32,8,2,79,133,501.0,1000.0
54,0,0,45,4,1,69,116,201.0,500.0
114,2,0,9,11,0,69,116,5001.0,10000.0
49,2,2,24,10,0,69,116,5001.0,10000.0
143,2,0,5,3,0,69,116,5001.0,10000.0
49,2,0,45,4,1,69,116,1001.0,5000.0
49,2,0,31,11,2,69,116,1001.0,5000.0
69,2,0,27,11,0,69,116,1001.0,5000.0
49,0,0,11,4,1,69,116,51.0,200.0
49,2,0,27,11,1,69,116,1.0,50.0
49,2,3,49,2,0,69,116,1.0,50.0
49,2,0,30,12,1,69,116,501.0,1000.0
49,4,0,8,7,1,69,116,1.0,50.0
101,1,3,8,7,2,69,116,501.0,1000.0
49,4,3,1,4,1,69,116,501.0,1000.0
49,1,0,1,4,1,69,116,1001.0,5000.0
49,2,0,11,4,2,69,116,501.0,1000.0
49,2,0,45,4,1,69,116,1.0,50.0
28,2,3,13,13,1,69,116,201.0,500.0
49,0,0,27,11,1,69,116,51.0,200.0
49,0,0,27,11,2,69,116,1.0,50.0
49,0,0,45,4,1,69,116,51.0,200.0
26,2,0,5,3,2,31,56,501.0,1000.0
49,2,0,17,11,1,31,56,1001.0,5000.0
169,2,0,42,4,2,31,56,51.0,200.0
134,2,0,35,13,1,31,56,1001.0,5000.0
49,2,0,2,1,1,31,56,501.0,1000.0
37,2,0,9,11,0,31,56,501.0,1000.0
49,2,0,32,8,2,31,56,1.0,50.0
49,1,0,29,12,0,31,56,1001.0,5000.0
49,2,0,21,8,0,31,56,5001.0,10000.0
49,0,0,44,15,1,31,56,1.0,50.0
49,1,2,44,15,1,31,56,51.0,200.0
49,0,0,37,16,1,31,56,201.0,500.0
93,1,0,37,16,1,31,56,201.0,500.0
49,0,3,9,11,1,31,56,201.0,500.0
49,2,0,10,5,1,31,56,1001.0,5000.0
49,2,3,45,4,0,31,56,1001.0,5000.0
49,1,0,27,11,1,31,56,201.0,500.0
74,0,2,2,1,0,31,56,5001.0,10000.0
49,0,0,17,11,2,31,56,1.0,50.0
59,0,0,27,11,1,31,56,1.0,50.0
67,2,0,5,3,2,95,119,501.0,1000.0
49,2,0,31,11,2,95,119,1001.0,5000.0
49,2,0,24,10,1,95,119,1.0,50.0
49,2,0,0,0,1,95,119,1.0,50.0
27,2,0,11,4,1,95,119,51.0,200.0
49,2,3,45,4,1,95,119,201.0,500.0
49,2,0,14,18,0,95,119,201.0,500.0
49,0,0,45,4,1,95,119,1.0,50.0
49,4,3,45,4,1,95,119,1.0,50.0
49,4,3,45,4,1,95,119,1.0,50.0
49,4,3,45,4,1,95,119,1.0,50.0
49,4,3,45,4,1,95,119,1.0,50.0
49,4,3,45,4,1,95,119,1.0,50.0
49,4,3,45,4,1,95,119,1.0,50.0
49,0,0,45,4,1,95,119,1.0,50.0
49,2,0,9,11,1,95,119,51.0,200.0
49,2,0,45,4,1,95,119,1.0,50.0
49,4,3,45,4,2,95,119,1.0,50.0
49,0,0,45,4,1,95,119,51.0,200.0
49,2,0,11,4,1,95,119,51.0,200.0
60,0,0,27,11,1,95,119,1.0,50.0
146,0,0,5,3,0,212,331,1.0,50.0
123,2,0,5,3,0,212,331,1.0,50.0
49,2,0,45,4,2,212,331,201.0,500.0
66,0,0,45,4,2,212,331,1.0,50.0
140,2,0,2,1,0,212,331,5001.0,10000.0
49,0,0,39,14,1,212,331,5001.0,10000.0
49,2,0,2,1,0,212,331,5001.0,10000.0
49,2,1,42,4,2,212,331,501.0,1000.0
81,2,2,42,4,0,212,331,1001.0,5000.0
49,1,0,2,1,2,212,331,51.0,200.0
48,0,0,9,11,2,212,331,201.0,500.0
131,4,3,25,6,1,212,331,201.0,500.0
49,2,0,25,6,1,212,331,51.0,200.0
49,2,0,27,11,1,212,331,51.0,200.0
107,0,0,5,3,2,212,331,501.0,1000.0
16,2,2,42,4,0,212,331,1001.0,5000.0
49,4,0,45,4,2,212,331,1001.0,5000.0
49,0,0,45,4,2,212,331,1.0,50.0
129,2,2,42,4,1,212,331,201.0,500.0
49,1,0,56,4,0,212,331,1001.0,5000.0
49,2,0,11,4,1,212,331,51.0,200.0
53,0,0,45,4,2,66,112,1.0,50.0
49,2,0,27,11,1,66,112,51.0,200.0
49,0,0,45,4,2,66,112,1.0,50.0
49,2,0,45,4,1,66,112,1.0,50.0
139,2,0,31,11,2,66,112,501.0,1000.0
49,2,0,27,11,1,66,112,51.0,200.0
105,0,0,9,11,0,66,112,51.0,200.0
49,0,0,45,4,0,66,112,51.0,200.0
158,2,0,52,21,2,66,112,201.0,500.0
95,0,0,27,11,1,66,112,501.0,1000.0
44,0,0,33,8,1,66,112,201.0,500.0
49,2,0,27,11,1,66,112,1001.0,5000.0
49,2,3,16,16,2,66,112,5001.0,10000.0
17,2,2,42,4,0,66,112,1001.0,5000.0
49,2,0,27,11,1,66,112,501.0,1000.0
42,2,0,30,12,0,66,112,5001.0,10000.0
49,1,3,27,11,1,66,112,501.0,1000.0
49,0,0,27,11,2,66,112,51.0,200.0
49,2,0,17,11,1,66,112,201.0,500.0
35,2,0,30,12,0,66,112,201.0,500.0
63,2,0,5,3,1,128,201,201.0,500.0
49,0,0,9,11,1,128,201,51.0,200.0
140,2,0,31,11,2,128,201,501.0,1000.0
138,2,3,31,11,2,128,201,1001.0,5000.0
152,0,0,9,11,1,128,201,1001.0,5000.0
92,2,0,5,3,0,128,201,5001.0,10000.0
49,4,3,5,3,1,128,201,5001.0,10000.0
145,2,0,5,3,2,128,201,501.0,1000.0
49,2,0,30,12,0,128,201,501.0,1000.0
19,2,2,11,4,1,128,201,51.0,200.0
49,0,0,11,4,2,128,201,501.0,1000.0
34,0,0,20,9,1,128,201,51.0,200.0
65,2,0,2,1,0,128,201,1001.0,5000.0
