,Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Churn Reason,Region Cluster,Avg Monthly Spend,Total Services Subscribed,Recurring Payment,Auto-Pay,Upsell Potential,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Paperless Billing_Yes,Churn_Probability
10,34.078821,-118.177576,17,64.7,1093.1,1,74,3022,Competitor offered higher download speeds,1,64.3,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8348822227918482
11,34.110845,-118.259595,5,69.7,316.9,1,66,2454,Competitor offered higher download speeds,1,63.379999999999995,1,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8108650706442643
12,34.137412,-118.207607,34,106.35,3549.25,1,65,2941,Competitor offered higher download speeds,1,104.38970588235294,6,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5858814477485161
13,34.11572,-118.192754,11,97.85,1105.4,1,70,5674,Competitor offered more data,1,100.4909090909091,5,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6619724052204445
14,33.987945,-118.370442,2,80.65,144.15,1,90,5586,Competitor offered more data,1,72.075,2,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8395889568813308
15,33.92128,-118.274186,15,99.1,1426.4,1,82,2966,Competitor offered more data,1,95.09333333333333,5,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7700687955600783
16,34.044271,-118.185237,8,80.65,633.3,1,69,5302,Competitor made better offer,1,79.1625,3,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6476326975303814
17,34.108833,-118.229715,18,95.45,1752.55,1,81,3179,Competitor made better offer,1,97.36388888888888,4,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8141150427386937
18,34.063947,-118.383001,9,94.4,857.25,1,96,5571,Price too high,1,95.25,4,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8200805040201178
19,33.97803,-118.217141,1,79.35,79.35,1,87,2483,Product dissatisfaction,1,79.35,2,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8674153505817476
20,33.923573,-118.200669,7,75.15,496.9,1,70,3457,Service dissatisfaction,1,70.98571428571428,2,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4139415740318448
21,33.977468,-118.445475,12,78.95,927.35,1,86,5806,Lack of self-service on Website,1,77.27916666666667,3,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8659195354687794
22,33.956445,-118.358634,5,21.05,113.85,1,66,2604,Network reliability,1,22.77,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2296968870555528
23,33.936291,-118.332639,25,98.5,2514.5,1,88,5337,Limited range of services,1,100.58,5,0,0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.62583687165056
24,34.031529,-118.491156,68,110.0,7611.85,1,86,5034,Lack of affordable download/upload speed,1,111.93897058823529,7,1,1,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7736652999717809
25,33.867257,-118.330794,55,96.75,5238.9,1,75,5154,Long distance charges,1,95.25272727272727,5,0,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3444730692711099
26,33.972119,-118.020188,37,76.5,2868.15,1,67,2793,Extra data charges,1,77.51756756756757,2,0,0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5584754337089847
27,33.976678,-118.065875,10,100.25,1064.65,1,87,5998,Price too high,1,106.465,5,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7250176936340412
28,33.940619,-117.9513,3,74.4,229.55,1,76,4415,Product dissatisfaction,1,76.51666666666667,2,0,0,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7730001525910067
29,33.989524,-118.089299,27,78.05,2135.5,1,95,4638,Service dissatisfaction,1,79.0925925925926,3,0,0,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7123762613805895
30,33.391181,-118.421305,25,58.6,1502.65,1,99,4190,Lack of self-service on Website,1,60.106,5,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7597569298389267
31,33.798266,-118.300237,1,35.45,35.45,1,80,2301,Network reliability,1,35.45,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9207226277245566
32,33.840524,-118.148403,2,44.35,81.25,1,76,2570,Don't know,1,40.625,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7967652942528214
33,33.79499,-118.065591,1,70.45,70.45,1,76,3964,Don't know,1,70.45,1,0,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7077379303088481
34,33.736387,-118.284363,8,71.15,563.65,1,66,2662,Don't know,1,70.45625,5,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.48721158500918293
35,33.822295,-118.26411,1,45.65,45.65,1,73,2600,Poor expertise of online support,1,45.65,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9253997395036048
36,33.783047,-118.1486,7,95.0,655.5,1,94,2786,Poor expertise of phone support,1,93.64285714285714,4,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.773702376171108
37,34.196837,-118.142236,20,82.4,1592.35,1,86,5719,Price too high,1,79.61749999999999,3,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784834709365165
38,34.1528,-118.000482,4,70.9,273.0,1,75,4287,Product dissatisfaction,1,68.25,1,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7600319724493504
39,34.168686,-118.057505,58,45.3,2651.2,1,100,5444,Service dissatisfaction,1,45.710344827586205,3,0,0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8217614135821393
40,34.296574,-118.244839,2,104.4,242.8,1,83,4690,Lack of self-service on Website,1,121.4,6,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7206925731273557
41,34.167465,-118.165327,53,94.85,5000.2,1,80,4328,Network reliability,1,94.3433962264151,4,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5773270639685022
42,34.139402,-118.128658,15,74.45,1145.7,1,99,5717,Limited range of services,1,76.38000000000001,2,0,0,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8862033689687411
43,34.159007,-118.087353,7,76.45,503.6,1,81,4419,Lack of affordable download/upload speed,1,71.94285714285715,2,1,0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8825372181443092
44,34.167926,-118.267539,1,29.95,29.95,1,95,4534,Long distance charges,1,29.95,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8831352895348269
45,34.136306,-118.26036,8,84.5,662.65,1,86,2152,Extra data charges,1,82.83125,3,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8467338101966828
46,34.162515,-118.203869,13,79.25,1111.65,1,73,5142,Price too high,1,85.51153846153846,3,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6568955525446388
47,34.182378,-118.262922,1,24.8,24.8,1,94,4851,Product dissatisfaction,1,24.8,0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8995741126323186
48,34.224377,-118.632656,6,91.0,531.0,1,94,2283,Service dissatisfaction,1,88.5,4,0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7459562887348373
49,34.266389,-118.459744,1,79.9,79.9,1,98,3394,Lack of self-service on Website,1,79.9,2,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8437485282322857
50,34.502432,-118.41459,19,106.6,1934.45,1,71,3764,Network reliability,1,101.81315789473685,6,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.29290359151281903
51,34.231053,-118.338307,2,46.0,84.5,1,76,2667,Don't know,1,42.25,1,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8149377500579995
52,34.364153,-118.615583,4,70.15,268.35,1,67,2227,Don't know,1,67.0875,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7840615951400651
53,34.223768,-118.445461,4,50.05,179.35,1,82,3394,Don't know,1,44.8375,2,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442355464570858
54,34.17847,-118.459472,1,55.2,55.2,1,81,3638,Poor expertise of online support,1,55.2,2,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9256961565862017
55,34.213049,-118.317651,1,84.6,84.6,1,66,2484,Poor expertise of phone support,1,84.6,3,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6257095995346519
56,34.1692,-118.372498,2,54.4,114.1,1,81,2556,Price too high,1,57.05,3,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9193844901655126
57,34.207295,-118.400022,11,95.0,1120.3,1,85,5980,Product dissatisfaction,1,101.84545454545454,4,0,0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7751188955717724
58,34.097345,-117.906736,15,74.4,1074.3,1,86,4616,Service dissatisfaction,1,71.61999999999999,2,0,0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8846963537263577
59,34.084747,-117.886844,1,48.55,48.55,1,77,5687,Lack of self-service on Website,1,48.55,2,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7661982758285837
60,34.079934,-118.046695,2,70.4,147.15,1,75,5687,Network reliability,1,73.575,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.870176128716589
61,34.074492,-118.01462,1,40.2,40.2,1,65,5828,Limited range of services,1,40.2,2,0,0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7117755213170931
62,34.031441,-117.936436,2,44.6,80.55,1,99,4884,Lack of affordable download/upload speed,1,40.275,1,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9180508658265807
63,34.038983,-117.991372,3,41.15,132.2,1,96,2314,Long distance charges,1,44.06666666666666,2,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9299901737087353
64,33.976753,-117.897367,13,106.9,1364.3,1,84,2494,Extra data charges,1,104.94615384615385,6,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9097954646597952
65,34.057256,-117.667677,59,19.35,1099.6,1,83,5084,Price too high,1,18.63728813559322,1,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5645198183770639
66,34.074087,-117.605618,16,94.45,1511.2,1,81,3810,Product dissatisfaction,1,94.45,4,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8616428269432442
67,34.042286,-117.756106,1,24.8,24.8,1,73,5087,Service dissatisfaction,1,24.8,0,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7323883591408412
68,34.067932,-117.785168,1,70.6,70.6,1,69,3338,Lack of self-service on Website,1,70.6,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7598720402904151
69,34.065108,-118.082791,5,85.4,401.1,1,80,3676,Network reliability,1,80.22,4,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7731337056305125
70,34.102119,-117.815532,52,105.05,5624.85,1,65,4839,Don't know,1,108.17019230769232,6,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.588039347439387
71,34.061634,-117.893169,18,95.15,1779.95,1,68,4643,Don't know,1,98.88611111111112,4,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6758734012654543
72,34.074736,-118.145959,1,70.0,70.0,1,97,4094,Don't know,1,70.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9013327904102735
73,32.827184,-116.703729,8,74.5,606.55,1,80,4345,Poor expertise of online support,4,75.81875,2,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8167060811387826
74,32.67117,-117.00232,10,44.85,435.4,1,83,4061,Poor expertise of phone support,4,43.54,1,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8726582989259083
75,32.677097,-116.304991,24,76.1,1712.7,1,98,2018,Price too high,4,71.3625,2,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8863657449206402
76,32.857946,-116.561917,1,73.6,73.6,1,80,2565,Product dissatisfaction,4,73.6,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7641636284189788
77,32.649787,-116.2237,4,95.45,396.1,1,85,3677,Service dissatisfaction,4,99.025,4,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9126716458013181
78,32.830852,-116.444601,32,74.9,2303.35,1,69,4105,Lack of self-service on Website,4,71.9796875,2,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7812510285863002
79,33.200369,-116.192313,5,80.6,415.55,1,69,5715,Network reliability,4,83.11,2,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8755229263173547
80,33.098018,-117.258203,38,80.3,3058.65,1,81,2071,Limited range of services,4,80.49078947368422,6,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5612389411919855
81,32.948262,-117.256086,24,93.15,2231.05,1,73,2212,Lack of affordable download/upload speed,4,92.96041666666667,4,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.828553364069071
82,32.79697,-116.969082,54,82.45,4350.1,1,83,4149,Long distance charges,4,80.55740740740741,7,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7367121387669525
83,33.079834,-117.134275,2,70.35,139.05,1,73,2671,Extra data charges,4,69.525,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.90005034250519
84,33.254497,-117.285879,7,73.85,511.25,1,67,2473,Price too high,4,73.03571428571429,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8600434500657268
85,33.384345,-117.072619,2,80.6,155.8,1,92,2683,Product dissatisfaction,4,77.9,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9293441217982386
86,33.309852,-116.823091,68,75.8,5293.95,1,81,4903,Service dissatisfaction,4,77.85220588235293,6,1,1,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5554341065754828
87,33.313828,-116.940501,43,104.6,4759.85,1,91,5250,Lack of self-service on Website,4,110.69418604651163,6,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8903965623118107
88,33.215251,-116.53633,63,103.4,6603.0,1,98,4352,Network reliability,4,104.80952380952381,6,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8796791196668906
89,33.25283,-116.986079,2,90.4,168.2,1,76,4157,Don't know,4,84.1,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9271490656468938
90,32.747484,-117.166877,4,84.8,371.9,1,73,4939,Don't know,4,92.975,4,1,1,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7967534014839097
91,32.741499,-117.127409,21,41.9,840.1,1,97,4778,Don't know,4,40.00476190476191,2,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8057862851152309
92,32.741859,-117.090353,10,80.25,846.0,1,85,3598,Poor expertise of online support,4,84.6,2,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8831379451910228
